Source Url	License Issuer - License Type (Concatenated)	Issuer	License Type	License Type Aliases	License Category	Atypical Verification	Confluence Link	Scraper Status	Automated	Captcha	Mapping Location	Scraper Id	Lic Number Format	Board Name
https://abec-search.kalmservices.net/	Alabama - ALC - Associate Licensed Counselor	Alabama	ALC - Associate Licensed Counselor	ALC|Associate Licensed Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2884534305/Alabama+-+Board+of+Examiners+in+Counseling+ATYPICAL	Active	True	True	Passport & PTApp	LM_AL_BEC	LPCnnnnn|ALCnnnnn	Alabama - Board of Examiners in Counseling ATYPICAL
https://abec-search.kalmservices.net/	Alabama - Licensed Professional Counselor	Alabama	Licensed Professional Counselor	Supervisor Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2884534305/Alabama+-+Board+of+Examiners+in+Counseling+ATYPICAL	Active	True	True	Passport & PTApp	LM_AL_BEC	LPCnnnnn	Alabama - Board of Examiners in Counseling ATYPICAL
https://abec-search.kalmservices.net/	Alabama - LPCA - Licensed Professional Counselor Associate	Alabama	LPCA - Licensed Professional Counselor Associate	Associate Licensed Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2884534305/Alabama+-+Board+of+Examiners+in+Counseling+ATYPICAL	Active	True	True	Passport & PTApp	LM_AL_BEC	ALCnnnnn	Alabama - Board of Examiners in Counseling ATYPICAL
https://abecmft.portalus.thentiacloud.net/webs/portal/register/#/	Arkansas - Licensed Associate Counselor	Arkansas	Licensed Associate Counselor	LAC	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3195895809/Arkansas+-+Board+of+Examiners+in+Counseling+and+Family+Therapy+NO+AUTOMATION#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_AR_CMFT	annnnnnn	Arkansas - Board of Examiners in Counseling and Family Therapy NO AUTOMATION
https://abecmft.portalus.thentiacloud.net/webs/portal/register/#/	Arkansas - Licensed Professional Counselor	Arkansas	Licensed Professional Counselor	LPC	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3195895809/Arkansas+-+Board+of+Examiners+in+Counseling+and+Family+Therapy+NO+AUTOMATION#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_AR_CMFT	annnnnnn	Arkansas - Board of Examiners in Counseling and Family Therapy NO AUTOMATION
https://abecmft.portalus.thentiacloud.net/webs/portal/register/#/	Arkansas - LMFT - Licensed Marriage and Family Therapist	Arkansas	LMFT - Licensed Marriage and Family Therapist	LMFT	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3195895809/Arkansas+-+Board+of+Examiners+in+Counseling+and+Family+Therapy+NO+AUTOMATION#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_AR_CMFT	annnnnnn	Arkansas - Board of Examiners in Counseling and Family Therapy NO AUTOMATION
https://abecmft.portalus.thentiacloud.net/webs/portal/register/#/	Arkansas - LPCS - Licensed Professional Counselor Supervisor	Arkansas	LPCS - Licensed Professional Counselor Supervisor	LPC Supervisor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3195895809/Arkansas+-+Board+of+Examiners+in+Counseling+and+Family+Therapy+NO+AUTOMATION#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_AR_CMFT	annnnnnn	Arkansas - Board of Examiners in Counseling and Family Therapy NO AUTOMATION
https://abpe.portalus.thentiacloud.net/webs/portal/register/#/	Arizona - Licensed Behavior Analyst	Arizona	Licensed Behavior Analyst	Behavior Analyst	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3052634134/Arizona+-+Board+of+Psychologist+Examiners+LM+AZ+ABPE	Active	True	False	Passport & PTApp	LM_AZ_ABPE	aaa-nnnnnn	Arizona - Board of Psychologist Examiners LM AZ ABPE
https://abpe.portalus.thentiacloud.net/webs/portal/register/#/	Arizona - Psychologist	Arizona	Psychologist		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/3052634134/Arizona+-+Board+of+Psychologist+Examiners+LM+AZ+ABPE	Active	True	False	Passport & PTApp	LM_AZ_ABPE	aaa-nnnnnn	Arizona - Board of Psychologist Examiners LM AZ ABPE
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - BLSW - Bachelors Limited Social Worker	Michigan	BLSW - Bachelors Limited Social Worker	Bachelors Ltd Social Worker|Social Workers|Bachelors Social Worker Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - LBSW - Licensed Baccalaureate Social Worker	Michigan	LBSW - Licensed Baccalaureate Social Worker	Bachelors Social Worker|Social Workers	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Licensed Behavior Analyst	Michigan	Licensed Behavior Analyst	Behavior Analyst	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Licensed Professional Counselor	Michigan	Licensed Professional Counselor	Professional Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - LLMSW - Masters Ltd Social Worker	Michigan	LLMSW - Masters Ltd Social Worker	Masters Ltd Social Worker|Masters Social Worker Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - LLPC - Limited License Professional Counselor	Michigan	LLPC - Limited License Professional Counselor	Limited License Counselor|Limited Licensed Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - LLPC- Prof. Counselor - Educ. LTD	Michigan	LLPC- Prof. Counselor - Educ. LTD	Prof. Counselor - Educ. LTD - 10	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - LMFT - Licensed Marriage and Family Therapist	Michigan	LMFT - Licensed Marriage and Family Therapist	Marriage and Family Therapist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Marriage and Family Therapist Educational Limited	Michigan	Marriage and Family Therapist Educational Limited	Marriage and Family Therapist Education Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Inactive	False	False	Passport & PTApp	vapp	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master Limited Psychologist	Michigan	Master Limited Psychologist	Masters Limited Psychologist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master Social Worker	Michigan	Master Social Worker	Masters Social Worker|Masters Ltd Social Worker|Social Workers|Master Social Worker Limited|Masters Social Worker Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master Social Worker - Limited Permit	Michigan	Master Social Worker - Limited Permit	M​a​s​t​e​r​s​ ​S​o​c​i​a​l​ ​W​o​r​k​e​r​ ​L​i​m​i​t​e​d|Masters Social Worker Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master Social Worker Clinical	Michigan	Master Social Worker Clinical	MSW Clinical Specialty|Masters Social Worker	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master Social Worker Macro	Michigan	Master Social Worker Macro		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Master’s Ltd. Psychologist – Temp Ed Ltd	Michigan	Master’s Ltd. Psychologist – Temp Ed Ltd	Masters Limited Psychologist - Temporary Education Limited|Masters Limited Psychologist - Temporary Educational Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Psychologist	Michigan	Psychologist		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Psychologist - Doctoral Educational Limited	Michigan	Psychologist - Doctoral Educational Limited	Psychologist - Doctoral Education Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Inactive	False	False	Passport & PTApp	vapp	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://aca-prod.accela.com/MILARA/GeneralProperty/PropertyLookUp.aspx?isLicensee=Y&TabName=APO	Michigan - Social Work	Michigan	Social Work	Social Workers|Masters Ltd Social Worker|Bachelors Social Worker|Masters Social Worker|Bachelors Ltd Social Worker|Social Service Technician|B​a​c​h​e​l​o​r​s​ ​S​o​c​i​a​l​ ​W​o​r​k​e​r​ ​L​i​m​i​t​e​d|Masters Social Worker Limited|Bachelors Social Worker Limited	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/795672723/Michigan+-+Department+of+Licensing+and+Regulatory+Affairs+LM+MI+PLUS#Manual-Verification-Considerations	Active	True	False	Passport & PTApp	LM_MI_PLUS	nnnnnnnnnn	Michigan - Department of Licensing and Regulatory Affairs LM MI PLUS
https://adacbga.certemy.com/public-registry/831a513b-9eef-416b-8fa5-b793e6505d86	Georgia - CADC I - Certified Alcohol and Drug Counselor I	Georgia	CADC I - Certified Alcohol and Drug Counselor I	CADC I|CADC-I	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/1230143595/ADACBGA+-+Alcohol+Drug+Abuse+Certification+Board+of+Georgia+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False		Passport & PTApp	vapp		ADACBGA - Alcohol Drug Abuse Certification Board of Georgia NO AUTOMATION
https://adacbga.certemy.com/public-registry/831a513b-9eef-416b-8fa5-b793e6505d86	Georgia - CADC II - Certified Alcohol and Drug Counselor II	Georgia	CADC II - Certified Alcohol and Drug Counselor II	CADC II|CADC-II	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/1230143595/ADACBGA+-+Alcohol+Drug+Abuse+Certification+Board+of+Georgia+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False		Passport & PTApp	vapp		ADACBGA - Alcohol Drug Abuse Certification Board of Georgia NO AUTOMATION
https://adacbga.certemy.com/public-registry/831a513b-9eef-416b-8fa5-b793e6505d86	Georgia - Certified Addiction Counselor I	Georgia	Certified Addiction Counselor I	CADC I	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/1230143595/ADACBGA+-+Alcohol+Drug+Abuse+Certification+Board+of+Georgia+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False		Passport & PTApp	vapp		ADACBGA - Alcohol Drug Abuse Certification Board of Georgia NO AUTOMATION
https://adacbga.certemy.com/public-registry/831a513b-9eef-416b-8fa5-b793e6505d86	Georgia - Certified Addiction Counselor II	Georgia	Certified Addiction Counselor II	CADC II	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/1230143595/ADACBGA+-+Alcohol+Drug+Abuse+Certification+Board+of+Georgia+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False		Passport & PTApp	vapp		ADACBGA - Alcohol Drug Abuse Certification Board of Georgia NO AUTOMATION
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - LBSW - Licensed Baccalaureate Social Worker	Iowa	LBSW - Licensed Baccalaureate Social Worker	Social Worker Bachelor's Level	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Licensed Assistant Behavior Analyst	Iowa	Licensed Assistant Behavior Analyst	Assistant Behavior Analyst	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True		Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Licensed Behavior Analyst	Iowa	Licensed Behavior Analyst	Behavior Analyst	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Licensed Clinical Social Worker	Iowa	Licensed Clinical Social Worker		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Licensed Mental Health Counselor	Iowa	Licensed Mental Health Counselor	Mental Health Counselor	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - LISW - Licensed Independent Social Worker	Iowa	LISW - Licensed Independent Social Worker	Social Worker Independent Level	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - LMFT - Licensed Marriage and Family Therapist	Iowa	LMFT - Licensed Marriage and Family Therapist	Marital and Family Therapist	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - LMFTT - Marriage & Family Therapist Temporary	Iowa	LMFTT - Marriage & Family Therapist Temporary	Marital and Family Therapist Temporary License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Master Social Worker	Iowa	Master Social Worker	Social Worker Masters Level	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Mental Health Counselor Temporary	Iowa	Mental Health Counselor Temporary	Mental Health Counselor Temporary License	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Psychologist	Iowa	Psychologist		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://amanda-portal.idph.state.ia.us/ibpl/portal/#/license/license-query	Iowa - Social Work	Iowa	Social Work	Social Worker Masters Level|Social Worker Bachelor's Level|Social Worker Independent Level	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/852426757/Iowa+-+Department+of+Public+Health+LM+IA+BPL#Manual-Verification-Considerations	Active	True	True	Passport & PTApp	LM_IA_BPL		Iowa - Department of Public Health LM IA BPL
https://app.certemy.com/public-registry/3af1b684-a6a6-4ff8-8c42-e6535d3d7ae7	Tennessee - CAADC - Certified Advanced Alcohol and Drug Counselor	Tennessee	CAADC - Certified Advanced Alcohol and Drug Counselor	caadc	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2976383059/Tennessee+Certification+Board+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False	False	Passport & PTApp	vapp		Tennessee Certification Board NO AUTOMATION
https://app.certemy.com/public-registry/3af1b684-a6a6-4ff8-8c42-e6535d3d7ae7	Tennessee - CADC II - Certified Alcohol and Drug Counselor II	Tennessee	CADC II - Certified Alcohol and Drug Counselor II	cadc_ii	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/2976383059/Tennessee+Certification+Board+NO+AUTOMATION#Manual-Verification-Considerations	Inactive	False	False	Passport & PTApp	vapp		Tennessee Certification Board NO AUTOMATION
https://app.certemy.com/public-registry/8ca73d3d-b51c-42b9-9e44-892b2411d264	Louisiana - Alcohol & Drug Counselor	Louisiana	Alcohol & Drug Counselor		state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/999784543/Louisiana+-+LAADRA+Registry+NO+AUTOMATION#Manual-Verification-Considerations	Active	True		Passport & PTApp	LM_LA_ADRA		Louisiana - LAADRA Registry NO AUTOMATION
https://app.certemy.com/public-registry/8ca73d3d-b51c-42b9-9e44-892b2411d264	Louisiana - CAC - Certified Addiction Counselor	Louisiana	CAC - Certified Addiction Counselor	CAC|CAC Renewal	state_license	False	https://providertrust.atlassian.net/wiki/spaces/DM/pages/999784543/Louisiana+-+LAADRA+Registry+NO+AUTOMATION#Manual-Verification-Considerations	Active	True		Passport & PTApp	LM_LA_ADRA		Louisiana - LAADRA Registry NO AUTOMATION
